date,R0,R20,R65,R80,D0,D20,D65,D80,H0,H20,H65,H80,R0,R20,R65,R80,DH0,DH20,DH65,DH80,RA,RS,I0,I20,I65,I80,DAYADJUST,PDET,REDUCTIONMEAN,BRIGITATTACK,FEAR,BETAFACTOR,BFACTOR,F0,F20,F65,F80,FALL,S0,S20,S65,S80,SALL
2020-02-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.958587148379829,0.132361111111111,0.941318422798737,0,0,0,2.06836478321903,0,0,0,0,0,0,0,0,0,0
2020-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.958587148379829,0.132361111111111,0.941318422798737,0,0,0,2.06836478321903,0,0,0,0,0,0,0,0,0,0
2020-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.958587148379829,0.132361111111111,0.941318422798737,0,0,0,2.06836478321903,0,0,0,0,0,0,0,0,0,0
2020-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.958587148379829,0.132361111111111,0.941318422798737,0,0,0,2.06836478321903,0,0,0,0,0,0,0,0,0,0
2020-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.958587148379829,0.132361111111111,0.941318422798737,0,0,0,2.06059798312499,0,0,0,0,0,0,0,0,0,0
2020-02-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.958587148379829,0.132361111111111,0.941318422798737,0,0,0,2.05283118303096,0,0,0,0,0,0,0,0,0,0
2020-03-01,0,2.08640393664815,1.04320196832408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26674524725066,1.86286065772156,0,2,1,0,0.958587148379829,0.132361111111111,0.941318422798737,0,0,0,2.04506438293692,0,0,0,0,0,0,0,0,0,0
2020-03-02,0,2.08640393664815,1.04320196832408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26674524725066,1.86286065772156,0,0,0,0,0.958587148379829,0.132361111111111,0.941318422798737,0,0,0,2.03729758284289,0,0,0,0,0,0,0,0,0,0
2020-03-03,0,3.12960590497223,1.04320196832408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66415552089793,2.50865235239837,0,1,0,0,0.958587148379829,0.132361111111111,0.941318422798737,0,0,0,2.02953078274885,0,0,0,0,0,0,0,0,0,0
2020-03-04,0,3.12960590497223,1.04320196832408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66415552089793,2.50865235239837,0,0,0,0,0.958587148379829,0.132361111111111,0.941318422798737,0,0,0,2.02176398265482,0,0,0,0,0,0,0,0,0,0
2020-03-05,1.04320196832408,4.1728078732963,2.08640393664815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1490248160709,4.15338896219763,1,1,0,0,0.958587148379829,0.132361111111111,0.941318422798737,0,0,0,2.01399718256078,0,0,0,0,0,0,0,0,0,0
2020-03-06,3.12960590497223,13.561625588213,2.08640393664815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.62568904305405,10.1519463867793,1,7,0,0,0.958587148379829,0.132361111111111,0.906599845419929,0,0,0,2.0053508270741,0,0,0,0,0,0,0,0,0,0
2020-03-07,3.12960590497223,19.8208373981574,3.12960590497223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3031987721385,14.7768504359634,0,4,0,0,0.958587148379829,0.132361111111111,0.871881268041122,0,0,0,1.99670447158742,0,0,0,0,0,0,0,0,0,0
2020-03-08,3.12960590497223,25.0368472397778,4.1728078732963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.416060735932,18.9232002821143,0,3,1,0,0.958587148379829,0.132361111111111,0.837162690662314,0,0,0,1.98805811610075,0,0,0,0,0,0,0,0,0,0
2020-03-09,6.25921180994445,28.16645314475,4.1728078732963,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15.1964737208091,23.4019991071817,3,3,0,0,0.958587148379829,0.132361111111111,0.802444113283506,0,0,0,1.97941176061407,0,0,0,0,0,0,0,0,0,0
2020-03-10,7.30241377826853,50.0736944795556,6.25921180994445,1.04320196832408,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,22.4104966974562,42.2680253386365,1,13,2,0,0.958587148379829,0.132361111111111,0.767725535904699,0,0,0,1.97076540512739,0,0,0,0,0,0,0,0,0,0
2020-03-11,11.4752216515648,71.9809358143612,10.4320196832408,3.12960590497223,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,30.2578379907336,66.7599450634054,3,14,3,0,0.958587148379829,0.132361111111111,0.733006958525891,0,0,0,1.96211904964071,0,0,0,0,0,0,0,0,0,0
2020-03-12,13.561625588213,91.8017732125187,11.4752216515648,3.12960590497223,0,0,0,0,0,6,3,0,0,1,0,0,0,0,0,0,35.9569804526461,84.0112459046226,1,7,1,0,0.958587148379829,0.132361111111111,0.698288381147083,0,0,0,1.95347269415403,0,0,0,0,0,0,0,0,0,0
2020-03-13,18.7776354298334,110.579408642352,13.561625588213,3.12960590497223,0,0,0,0,0,9,3,0,0,1,0,0,0,0,0,0,41.7349893548257,104.313286210545,4,14,1,0,0.958587148379829,0.132361111111111,0.647679849576871,0,0.035714285714286,0,1.9440728666033,0,0,0,0,0,0,0,0,0,0
2020-03-14,26.0800492081019,146.048275565371,17.7344334615093,5.21600984162038,0,0,0,0,0,14,5,0,0,2,0,0,0,0,0,0,52.3035827548399,142.775185321762,1,18,1,0,0.958587148379829,0.132361111111111,0.597071318006658,0,0.071428571428571,0,1.93467303905258,0,0,0,0,0,0,0,0,0,0
2020-03-15,35.4688669230186,227.418029094648,34.4256649546945,9.38881771491668,0,0,0,0,0,16,6,1,0,2,0,0,0,0,0,0,74.3377995380494,232.363579149229,2,31,4,1,0.958587148379829,0.132361111111111,0.546462786436446,0,0.107142857142857,0,1.92527321150185,0,0,0,0,0,0,0,0,0,0
2020-03-16,40.6848767646389,295.226157035713,41.728078732963,13.561625588213,0,0,0,0,0,23,7,3,0,4,0,0,0,0,0,0,91.194776977701,300.005961143827,2,18,2,1,0.958587148379829,0.132361111111111,0.495854254866233,0,0.142857142857143,0,1.91587338395112,0,0,0,0,0,0,0,0,0,0
2020-03-17,43.8144826696112,351.559063325213,50.0736944795556,13.561625588213,0,0,0,0,1,30,12,3,1,5,1,0,0,0,0,0,103.241314367702,355.767551694891,1,17,1,0,0.958587148379829,0.132361111111111,0.445245723296021,0,0.178571428571429,0,1.9064735564004,0,0,0,0,0,0,0,0,0,0
