Wave,Week,week_start_date,interpolated,nQ16_r1,nQ16_r2,nQ16_r3,nQ16_r4,nQ16_r5,nQ16_r6,nQ16_r7,nQ16_r8,nQ16_r9,nQ16_r10,nQ16_r11,nQ16_r12,nQ16_r13,nQ16_r14,nQ16_r15,nQ16_r16,tQ18_0_0,nQ23_0_0,nQ23_1_0,nQ23_2_0,nQ23_3_0,nQ23_4_0,nQ23_5_0,nQ23_6_0,nQ23_7_0,nQ23_8_0,nQ23_9_0,nQ23_10_0,nQ23_11_0,nQ23_12_0,nQ23_13_0,PAQ_nakupovani,PAQ_park_mesto,PAQ_MHD,PAQ_HO,PAQ_partHO,PAQ_work,Contacts,,Fear,Median
20,53,28.12.2020,0,0.169096058917052,0.628125955206337,0.619107493011839,0.019546048490736,0.080212314524327,0.618337781066187,0.075113303577427,NA,NA,0.011721308019189,0.060280139256583,0.02141717574237,0.196903353256649,0.064104431494555,0.01288470700668,0.047286704927701,9.11788861439116,0.576339025029401,0.641432977414204,0.855447597601061,0.644475851265513,0.702534658937529,0.531663134915187,0.544646294876434,0.559744708755878,0.472798863692506,0.607552432018201,0.396316510609585,0.430986761058037,0.032852780910975,0.341574404620583,0.628125955206337,0.196903353256649,0.169096058917052,0.086577283032121,0.044109378749406,0.341194817644736,9.11788861439116,,,5
21,1,04.01.2021,1,0.20700345816797,0.690641910760639,0.673075371145382,0.020800112103685,0.151264223648524,0.586352667514452,0.060197670294644,NA,NA,0.011890467749668,0.077656892440117,0.022193700806424,0.198684705853862,0.063658177860363,0.008690081445518,0.036103191702571,11.3648014838407,0.575491517712157,0.638919023356972,0.857827043138932,0.642622054050727,0.705573665910737,0.525242139952587,0.541705892782951,0.56610575866597,0.474440537475375,0.613941495512683,0.393925089501198,0.431123441134852,0.033399282761709,0.337264609780094,1.62193200314038,0.198684705853862,0.20700345816797,0.111116167593906,0.063034702188852,0.527645697290753,11.3648014838407,,0.45,5
21,2,11.01.2021,0,0.244910857418889,0.753157866314942,0.727043249278924,0.022054175716635,0.222316132772721,0.554367553962716,0.045282037011861,NA,0.005684127883867,0.012059627480146,0.095033645623652,0.022970225870477,0.200466058451076,0.063211924226171,0.004495455884356,0.02491967847744,13.6117143532902,0.574644010394913,0.636405069299739,0.860206488676803,0.640768256835941,0.708612672883945,0.518821144989987,0.538765490689468,0.572466808576062,0.476082211258244,0.620330559007164,0.391533668392811,0.431260121211667,0.033945784612443,0.332954814939604,2.61573805107442,0.200466058451076,0.244910857418889,0.13565505215569,0.081960025628299,0.71409657693677,13.6117143532902,,,6
21,3,18.01.2021,0,0.237533937256955,0.714007898997222,0.711727400391172,0.025191136529809,0.222878065976596,0.531822882937879,0.050569185769269,NA,NA,0.015095110891413,0.093878103352349,0.024599410878031,0.193222941982066,0.058466964711295,0.007908589461077,0.020052034155225,13.3445471357993,0.574644010394913,0.636405069299739,0.860206488676803,0.640768256835941,0.708612672883945,0.518821144989987,0.538765490689468,0.572466808576062,0.476082211258244,0.620330559007164,0.391533668392811,0.431260121211667,0.033945784612443,0.332954814939604,2.61573805107442,0.193222941982066,0.237533937256955,0.13333192048067,0.08362576347291,0.709227481301337,13.3445471357993,,,6
,4,,,,,,,,,,,,,,,,,,,13.1722735678997,,,,,,,,,,,,,,,,,,,,,,,0.46,
,5,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,
,6,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,
,7,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,
,8,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,
,9,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,
,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
