date,retail,grocery,parks,transit,workplaces,residential,contacts
2020-02-16,-4.5,-1.0,29.0,3.0,-2.5,-1.5,22.55013298647008
2020-02-23,-6.142857142857143,-3.4285714285714284,2.7142857142857144,-5.142857142857143,-17.428571428571427,2.2857142857142856,21.652133500041508
2020-03-01,-3.4285714285714284,6.571428571428571,6.428571428571429,3.4285714285714284,-1.0,1.2857142857142858,22.655840590041507
2020-03-08,-1.8571428571428572,6.428571428571429,7.285714285714286,1.1428571428571428,0.0,0.7142857142857143,22.380914817184365
2020-03-15,-13.285714285714286,14.428571428571429,8.428571428571429,-7.714285714285714,-5.142857142857143,3.857142857142857,20.133840808612938
2020-03-22,-73.42857142857143,-23.285714285714285,-29.714285714285715,-57.714285714285715,-59.857142857142854,27.0,8.822039524327222
2020-03-29,-83.0,-42.142857142857146,-45.714285714285715,-73.57142857142857,-71.57142857142857,34.0,5.846800170041508
2020-04-05,-81.85714285714286,-42.714285714285715,-37.57142857142857,-71.42857142857143,-70.85714285714286,31.0,6.269243828612936
2020-04-12,-79.42857142857143,-37.0,-27.428571428571427,-70.0,-70.57142857142857,29.857142857142858,6.703776452898651
2020-04-19,-82.57142857142857,-45.0,-28.0,-70.0,-69.42857142857143,30.428571428571427,6.385192850041509
2020-04-26,-73.57142857142857,-42.57142857142857,-12.142857142857142,-61.42857142857143,-59.42857142857143,25.285714285714285,8.185989137184364
2020-05-03,-72.42857142857143,-44.57142857142857,-28.571428571428573,-63.714285714285715,-60.714285714285715,26.285714285714285,7.9618688428986495
2020-05-10,-67.28571428571429,-37.285714285714285,-10.714285714285714,-55.857142857142854,-53.714285714285715,22.571428571428573,9.424887890041507
2020-05-17,-51.714285714285715,-21.428571428571427,14.571428571428571,-43.142857142857146,-41.285714285714285,17.428571428571427,12.38289573289865
2020-05-24,-53.285714285714285,-23.0,33.42857142857143,-47.142857142857146,-46.57142857142857,17.714285714285715,11.795974900041507
2020-05-31,-35.142857142857146,-10.857142857142858,60.142857142857146,-31.714285714285715,-26.285714285714285,12.0,15.118846021470079
2020-06-07,-33.42857142857143,-19.857142857142858,36.857142857142854,-38.857142857142854,-37.714285714285715,14.142857142857142,14.542352298612936
2020-06-14,-24.0,-9.857142857142858,45.42857142857143,-31.142857142857142,-22.285714285714285,10.428571428571429,16.030938910041506
2020-06-21,-19.142857142857142,-8.428571428571429,66.28571428571429,-23.428571428571427,-21.857142857142858,8.285714285714286,17.699328415755794
2020-06-28,-19.571428571428573,-11.142857142857142,80.42857142857143,-26.714285714285715,-30.571428571428573,9.142857142857142,17.461299790041508
2020-07-05,-13.0,-4.571428571428571,68.71428571428571,-15.571428571428571,-19.571428571428573,7.0,19.43165813004151
2020-07-12,-12.428571428571429,-3.0,105.0,-10.285714285714286,-19.285714285714285,6.285714285714286,20.33438389147008
2020-07-19,-12.857142857142858,-3.5714285714285716,121.14285714285714,-12.0,-23.428571428571427,6.857142857142857,20.176710407184366
2020-07-26,-14.428571428571429,-6.428571428571429,153.0,-10.142857142857142,-27.714285714285715,7.142857142857143,20.508428830041506
2020-08-02,-16.285714285714285,-7.571428571428571,150.14285714285714,-10.571428571428571,-31.571428571428573,6.571428571428571,20.425094527184363
2020-08-09,-21.428571428571427,-12.857142857142858,134.85714285714286,-19.0,-38.142857142857146,8.428571428571429,18.852142448612938
2020-08-16,-26.142857142857142,-18.714285714285715,114.14285714285714,-22.0,-43.142857142857146,9.0,18.14315673147008
2020-08-23,-22.857142857142858,-15.428571428571429,,-22.285714285714285,-44.5,8.142857142857142,18.435793254327223
2020-08-30,-17.285714285714285,-13.666666666666666,,-17.571428571428573,-40.333333333333336,7.142857142857143,19.531970008136746
2020-09-06,-17.142857142857142,-13.5,,-16.714285714285715,-38.833333333333336,6.285714285714286,19.626627065279603
2020-09-13,-12.714285714285714,-9.714285714285714,128.33333333333334,-12.142857142857142,-29.857142857142858,4.428571428571429,20.413993658612938
2020-09-20,-11.142857142857142,-6.857142857142857,96.57142857142857,-9.0,-23.714285714285715,4.285714285714286,20.827743117184365
2020-09-27,-17.428571428571427,-8.857142857142858,34.42857142857143,-14.0,-21.142857142857142,5.428571428571429,19.362389758612935
2020-10-04,-16.428571428571427,-6.0,4.714285714285714,-16.857142857142858,-18.428571428571427,6.0,18.877996865755794
2020-10-11,-18.428571428571427,-10.142857142857142,12.142857142857142,-16.142857142857142,-17.714285714285715,6.142857142857143,18.79249989004151
2020-10-18,-18.428571428571427,-10.142857142857142,15.285714285714286,-15.285714285714286,-17.714285714285715,6.857142857142857,18.932583955755796
2020-10-25,-19.428571428571427,-5.857142857142857,11.857142857142858,-17.428571428571427,-18.571428571428573,8.285714285714286,18.52813063004151
2020-11-01,-26.428571428571427,-14.714285714285714,-3.2857142857142856,-23.142857142857142,-23.428571428571427,10.428571428571429,17.170418317184364
2020-11-08,-23.428571428571427,-11.0,19.428571428571427,-30.857142857142858,-37.0,13.714285714285714,16.695535521470077
2020-11-15,-21.857142857142858,-7.142857142857143,9.142857142857142,-25.0,-22.857142857142858,11.142857142857142,17.24406964147008
2020-11-22,-22.285714285714285,-7.142857142857143,-2.2857142857142856,-25.142857142857142,-22.0,11.285714285714286,17.150207644327224
2020-11-29,-31.0,-0.2857142857142857,-7.142857142857143,-27.714285714285715,-26.857142857142858,12.142857142857142,16.156427528612937
2020-12-06,-42.142857142857146,-0.7142857142857143,-15.0,-28.857142857142858,-28.714285714285715,13.285714285714286,15.068226991470079
2020-12-13,-43.42857142857143,-3.142857142857143,-17.428571428571427,-28.428571428571427,-27.714285714285715,13.142857142857142,14.987385131470079
2020-12-20,-38.714285714285715,2.5714285714285716,-12.714285714285714,-21.857142857142858,-28.571428571428573,11.857142857142858,16.50615106432722
2020-12-27,-55.285714285714285,-21.285714285714285,-41.285714285714285,-51.142857142857146,-60.285714285714285,19.714285714285715,11.496985257184365
2021-01-03,-70.85714285714286,-30.714285714285715,-32.142857142857146,-53.42857142857143,-61.142857142857146,22.571428571428573,9.79665488147008
2021-01-10,-64.57142857142857,-23.0,-27.0,-44.0,-45.57142857142857,19.571428571428573,11.28542788147008
2021-01-17,-45.0,-13.0,-20.285714285714285,-31.142857142857142,-28.0,12.428571428571429,14.417581097184364
2021-01-24,-44.42857142857143,-11.428571428571429,-27.142857142857142,-31.0,-27.714285714285715,12.0,14.479802464327221
2021-01-31,-44.857142857142854,-10.571428571428571,-30.285714285714285,-33.0,-27.142857142857142,12.0,14.093454094327223
2021-02-07,-45.0,-11.0,-21.142857142857142,-32.42857142857143,-26.714285714285715,11.142857142857142,14.157824035755793
2021-02-14,-43.57142857142857,-7.714285714285714,-16.428571428571427,-37.57142857142857,-36.42857142857143,14.0,13.817066952898651
2021-02-21,-40.0,-5.571428571428571,18.142857142857142,-32.857142857142854,-38.42857142857143,12.571428571428571,14.976627570041508
2021-02-28,-37.57142857142857,0.0,20.857142857142858,-25.857142857142858,-23.428571428571427,9.285714285714286,15.753707824327222
2021-03-07,-36.714285714285715,0.2857142857142857,15.0,-26.0,-23.285714285714285,9.142857142857142,15.799700617184364
2021-03-14,-40.57142857142857,-0.7142857142857143,-20.857142857142858,-31.857142857142858,-23.857142857142858,10.571428571428571,14.527671608612936
2021-03-21,-40.142857142857146,-0.2857142857142857,-3.142857142857143,-28.428571428571427,-23.0,10.0,15.092347907184365
2021-03-28,-36.0,2.2857142857142856,16.0,-27.142857142857142,-21.571428571428573,9.142857142857142,15.60912615289865
2021-04-04,-32.42857142857143,8.857142857142858,53.0,-23.857142857142858,-23.857142857142858,7.428571428571429,16.54624243004151
