date,retail,grocery,parks,transit,workplaces,residential,contacts
2020-02-16,9.117647058823529,8.117647058823529,2.8529411764705883,7.882352941176471,0.8529411764705882,-0.4117647058823529,24.40786856382302
2020-02-23,8.260504201680673,7.369747899159663,4.739495798319328,7.361344537815126,1.0084033613445378,-0.8235294117647058,24.2418636077726
2020-03-01,5.016806722689076,4.1344537815126055,12.042016806722689,4.420168067226891,-4.38655462184874,1.6050420168067228,23.6861647775205
2020-03-08,12.579831932773109,12.403361344537815,15.126050420168067,11.831932773109244,3.9831932773109244,-1.9411764705882353,25.23487464357092
2020-03-15,7.529411764705882,6.974789915966387,12.722689075630251,5.781512605042017,-5.176470588235294,1.1680672268907564,24.15857043962134
2020-03-22,-1.8571428571428572,7.546218487394958,2.9747899159663866,-0.5210084033613446,-4.546218487394958,1.4789915966386555,22.28447941449529
2020-03-29,-18.050420168067227,-1.8571428571428572,-3.0252100840336134,-13.252100840336135,-17.840336134453782,4.436974789915967,19.302830176512096
2020-04-05,-60.78151260504202,-32.7563025210084,-52.18487394957983,-53.9327731092437,-56.47899159663866,19.857142857142858,10.414128130461677
2020-04-12,-54.714285714285715,-26.747899159663866,-45.46218487394958,-48.05882352941177,-47.95798319327731,16.462184873949578,11.575042995083525
2020-04-19,-49.831932773109244,-21.394957983193276,-40.294117647058826,-44.03361344537815,-43.78991596638655,14.546218487394958,12.498371784159154
2020-04-26,-48.84873949579832,-22.6218487394958,-35.0672268907563,-42.96638655462185,-41.26890756302521,13.394957983193278,12.6613372972684
2020-05-03,-46.26890756302521,-19.462184873949578,-29.26050420168067,-40.34453781512605,-43.411764705882355,11.420168067226891,13.397845940209574
2020-05-10,-45.23529411764706,-18.168067226890756,-16.134453781512605,-38.57983193277311,-46.96638655462185,9.605042016806722,13.913735273738986
2020-05-17,-37.445378151260506,-11.050420168067227,-4.554621848739496,-29.647058823529413,-36.57983193277311,7.470588235294118,15.652987673402853
2020-05-24,-34.26890756302521,-9.420168067226891,1.9747899159663866,-25.403361344537814,-30.361344537815125,6.1344537815126055,16.383898625587726
2020-05-31,-29.798319327731093,-6.5966386554621845,16.705882352941178,-20.42016806722689,-27.26890756302521,3.7899159663865545,17.469353681806215
2020-06-07,-24.66386554621849,-3.2100840336134455,21.42016806722689,-15.92436974789916,-25.11764705882353,2.957983193277311,18.569459945335623
2020-06-14,-21.941176470588236,-1.7478991596638656,46.21008403361345,-14.033613445378151,-28.96638655462185,0.7058823529411765,19.264811133654952
2020-06-21,-17.41176470588235,1.218487394957983,52.588235294117645,-8.210084033613445,-22.73109243697479,-0.12605042016806722,20.37142046424319
2020-06-28,-16.42016806722689,-0.3445378151260504,54.294117647058826,-8.134453781512605,-27.537815126050422,0.5798319327731093,20.655925859789406
2020-07-05,-12.546218487394958,1.9663865546218486,61.18487394957983,-3.53781512605042,-27.899159663865547,-0.9243697478991597,21.759423405335625
2020-07-12,-11.747899159663865,2.4453781512605044,71.77310924369748,-0.8319327731092437,-25.03361344537815,-3.4285714285714284,22.16075176172218
2020-07-19,-9.504201680672269,3.2605042016806722,69.88235294117646,0.1092436974789916,-25.88235294117647,-3.4873949579831933,22.543275637940667
2020-07-26,-7.991596638655462,1.6470588235294117,66.75630252100841,-0.11764705882352941,-25.563025210084035,-2.2016806722689077,22.62596442659613
2020-08-02,-7.907563025210084,0.8067226890756303,67.31932773109244,-0.14285714285714285,-27.277310924369747,-1.8991596638655461,22.69535761911714
2020-08-09,-7.722689075630252,0.48739495798319327,76.07563025210084,0.8319327731092437,-27.19327731092437,-2.865546218487395,22.867570184663357
2020-08-16,-3.302521008403361,3.2857142857142856,59.739495798319325,2.9159663865546217,-27.126050420168067,-1.8991596638655461,23.591587008360836
2020-08-23,-3.3865546218487395,1.7647058823529411,44.05555555555556,4.084033613445378,-25.96638655462185,-2.0252100840336134,23.730382005083523
2020-08-30,-0.5378151260504201,3.966386554621849,59.24271844660194,8.159663865546218,-24.65546218487395,-3.2184873949579833,24.594645643907054
2020-09-06,-0.15126050420168066,5.352941176470588,52.666666666666664,9.336134453781513,-25.10924369747899,-2.588235294117647,24.838192698192767
2020-09-13,-3.327731092436975,2.277310924369748,50.53636363636364,7.546218487394958,-24.386554621848738,-2.46218487394958,24.240364396091927
2020-09-20,-3.361344537815126,1.915966386554622,40.04201680672269,6.008403361344538,-20.159663865546218,-0.7899159663865546,23.8229357785289
2020-09-27,-6.512605042016807,-0.04201680672268908,39.63025210084034,8.588235294117647,-17.403361344537814,-0.9411764705882353,23.862961883907055
2020-10-04,-8.268907563025211,0.865546218487395,35.54621848739496,10.554621848739496,-16.235294117647058,-0.6470588235294118,23.98586291894907
2020-10-11,-10.201680672268907,-0.2605042016806723,21.714285714285715,9.084033613445378,-16.647058823529413,0.8991596638655462,23.59262750962134
2020-10-18,-11.38655462184874,0.7226890756302521,15.983193277310924,5.546218487394958,-17.45378151260504,2.2941176470588234,22.94210279264655
2020-10-25,-13.949579831932773,-0.5714285714285714,-2.4285714285714284,1.6218487394957983,-17.756302521008404,3.966386554621849,22.088585188781003
2020-11-01,-15.974789915966387,-2.46218487394958,-3.2857142857142856,-1.9663865546218486,-20.974789915966387,4.873949579831932,21.44953188659613
2020-11-08,-17.016806722689076,-4.621848739495798,-2.7394957983193278,-7.336134453781512,-28.991596638655462,7.260504201680672,20.790410249369238
2020-11-15,-15.655462184873949,-2.4705882352941178,-15.285714285714286,-4.705882352941177,-19.470588235294116,5.579831932773109,20.971634283738986
