date,retail,grocery,parks,transit,workplaces,residential,contacts
2020-02-16,0.5,1.0,3.5,6.0,1.0,-0.5,23.341973056470078
2020-02-23,4.0,3.857142857142857,28.571428571428573,9.142857142857142,1.8571428571428572,-1.5714285714285714,24.128183967184366
2020-03-01,2.0,6.0,21.714285714285715,-1.7142857142857142,-14.857142857142858,3.2857142857142856,22.824327378612935
2020-03-08,1.2857142857142858,6.857142857142857,10.142857142857142,4.0,2.142857142857143,-0.2857142857142857,23.03961062289865
2020-03-15,-20.857142857142858,8.857142857142858,-2.7142857142857144,-16.428571428571427,-7.142857142857143,6.142857142857143,18.12564011147008
2020-03-22,-66.71428571428571,-34.142857142857146,-55.42857142857143,-64.28571428571429,-51.857142857142854,26.285714285714285,8.025608534327223
2020-03-29,-76.0,-44.42857142857143,-64.71428571428571,-74.85714285714286,-60.42857142857143,30.428571428571427,5.817852350041509
2020-04-05,-74.71428571428571,-42.0,-70.0,-76.42857142857143,-61.285714285714285,30.857142857142858,5.7064009043272215
2020-04-12,-74.71428571428571,-41.714285714285715,-68.42857142857143,-77.71428571428571,-65.42857142857143,32.142857142857146,5.656196797184368
2020-04-19,-71.42857142857143,-38.42857142857143,-63.57142857142857,-74.14285714285714,-59.714285714285715,30.0,6.306241320041508
2020-04-26,-69.28571428571429,-39.714285714285715,-58.57142857142857,-73.57142857142857,-56.42857142857143,28.285714285714285,6.459932735755794
2020-05-03,-67.42857142857143,-34.285714285714285,-51.857142857142854,-71.0,-56.142857142857146,27.857142857142858,7.031340988612937
2020-05-10,-59.285714285714285,-25.285714285714285,-34.285714285714285,-63.142857142857146,-45.57142857142857,22.714285714285715,8.618487660041508
2020-05-17,-57.142857142857146,-23.571428571428573,-26.714285714285715,-59.714285714285715,-41.0,21.285714285714285,9.189494998612936
2020-05-24,-44.142857142857146,-19.571428571428573,7.714285714285714,-53.857142857142854,-35.0,17.285714285714285,11.050421064327223
2020-05-31,-39.714285714285715,-15.857142857142858,18.142857142857142,-51.285714285714285,-30.142857142857142,15.142857142857142,11.669927737184365
2020-06-07,-32.857142857142854,-12.142857142857142,4.285714285714286,-45.0,-25.571428571428573,13.857142857142858,13.119582748612936
2020-06-14,-31.0,-10.714285714285714,27.285714285714285,-50.285714285714285,-36.42857142857143,15.142857142857142,12.837022077184367
2020-06-21,-28.142857142857142,-12.142857142857142,14.571428571428571,-43.285714285714285,-22.0,11.571428571428571,13.67358788147008
2020-06-28,-29.0,-12.142857142857142,17.714285714285715,-44.285714285714285,-23.857142857142858,11.857142857142858,13.50699095147008
2020-07-05,-22.428571428571427,-7.571428571428571,32.142857142857146,-39.42857142857143,-22.285714285714285,9.285714285714286,14.814026537184365
2020-07-12,-21.0,-5.285714285714286,48.857142857142854,-37.714285714285715,-22.285714285714285,8.428571428571429,15.21895248289865
2020-07-19,-19.142857142857142,-5.0,63.57142857142857,-36.857142857142854,-22.285714285714285,7.714285714285714,15.521221707184367
2020-07-26,-16.571428571428573,-3.4285714285714284,67.0,-35.857142857142854,-22.857142857142858,7.714285714285714,15.931275388612937
2020-08-02,-12.571428571428571,0.7142857142857143,72.28571428571429,-33.142857142857146,-24.571428571428573,7.0,16.790371427184365
2020-08-09,-6.142857142857143,4.285714285714286,98.28571428571429,-30.714285714285715,-27.571428571428573,6.714285714285714,17.86449202432722
2020-08-16,-3.2857142857142856,5.714285714285714,103.71428571428571,-30.0,-31.285714285714285,6.857142857142857,18.37412271147008
2020-08-23,-6.571428571428571,3.7142857142857144,100.71428571428571,-31.571428571428573,-32.0,7.571428571428571,17.857931708612938
2020-08-30,-8.857142857142858,1.2857142857142858,103.57142857142857,-31.714285714285715,-30.571428571428573,6.571428571428571,17.579826347184365
2020-09-06,-9.285714285714286,1.1428571428571428,78.85714285714286,-28.857142857142858,-25.428571428571427,5.428571428571429,17.810822037184366
2020-09-13,-10.571428571428571,0.2857142857142857,68.85714285714286,-28.428571428571427,-23.285714285714285,4.857142857142857,17.685863765755794
2020-09-20,-14.142857142857142,-0.8571428571428571,21.571428571428573,-30.142857142857142,-20.428571428571427,7.0,16.983510070041508
2020-09-27,-17.142857142857142,-1.1428571428571428,14.428571428571429,-28.857142857142858,-18.142857142857142,6.428571428571429,16.843411935755793
2020-10-04,-15.285714285714286,2.7142857142857144,8.142857142857142,-26.428571428571427,-16.428571428571427,5.714285714285714,17.336327330041506
2020-10-11,-17.142857142857142,-0.5714285714285714,19.714285714285715,-28.428571428571427,-22.142857142857142,7.714285714285714,17.067861408612938
2020-10-18,-19.428571428571427,-0.2857142857142857,5.0,-27.571428571428573,-13.0,6.857142857142857,16.655401680041507
2020-10-25,-24.857142857142858,-2.5714285714285716,-20.142857142857142,-32.714285714285715,-13.428571428571429,9.0,15.357361245755794
2020-11-01,-25.428571428571427,-2.142857142857143,-15.285714285714286,-35.57142857142857,-14.285714285714286,9.857142857142858,14.873598542898652
2020-11-08,-26.714285714285715,-3.857142857142857,-28.857142857142858,-38.142857142857146,-15.857142857142858,10.857142857142858,14.401724378612936
2020-11-15,-32.142857142857146,-8.714285714285714,-26.142857142857142,-42.857142857142854,-20.428571428571427,12.857142857142858,13.333647968612937
2020-11-22,-30.571428571428573,-8.428571428571429,-22.285714285714285,-41.857142857142854,-20.0,12.428571428571429,13.617769320041507
2020-11-29,-28.857142857142858,-6.285714285714286,-33.285714285714285,-43.285714285714285,-19.142857142857142,12.285714285714286,13.500917945755795
2020-12-06,-31.285714285714285,-7.714285714285714,-33.42857142857143,-48.142857142857146,-30.285714285714285,16.571428571428573,12.925154967184364
