date,retail,grocery,parks,transit,workplaces,residential,contacts
2020-02-16,12.5,6.0,33.0,14.5,2.5,-2.0,25.721202891470078
2020-02-23,3.7142857142857144,1.4285714285714286,24.285714285714285,2.857142857142857,-4.857142857142857,0.0,23.33513317289865
2020-03-01,2.142857142857143,4.285714285714286,7.857142857142857,4.714285714285714,-2.7142857142857144,0.5714285714285714,23.41869678147008
2020-03-08,0.0,6.285714285714286,6.142857142857143,0.8571428571428571,-1.7142857142857142,1.0,22.562579904327222
2020-03-15,-30.571428571428573,-0.2857142857142857,-2.857142857142857,-29.857142857142858,-16.142857142857142,6.714285714285714,15.430053351470079
2020-03-22,-72.57142857142857,-27.714285714285715,-22.285714285714285,-63.0,-46.857142857142854,19.0,7.531218294327223
2020-03-29,-71.28571428571429,-33.57142857142857,-20.0,-62.0,-46.42857142857143,18.714285714285715,7.79038808289865
2020-04-05,-64.57142857142857,-31.0,-10.571428571428571,-58.285714285714285,-43.857142857142854,17.0,8.884518835755795
2020-04-12,-72.85714285714286,-27.857142857142858,13.857142857142858,-59.57142857142857,-52.42857142857143,18.428571428571427,8.281670500041507
2020-04-19,-72.0,-35.714285714285715,9.285714285714286,-56.714285714285715,-46.42857142857143,16.571428571428573,8.591860914327224
2020-04-26,-64.0,-25.428571428571427,34.0,-51.142857142857146,-36.714285714285715,13.0,9.826061604327222
2020-05-03,-63.0,-27.571428571428573,32.857142857142854,-51.857142857142854,-39.714285714285715,13.571428571428571,9.912460932898654
2020-05-10,-51.714285714285715,-20.428571428571427,58.285714285714285,-44.714285714285715,-33.857142857142854,10.428571428571429,11.83931827147008
2020-05-17,-44.142857142857146,-13.0,23.142857142857142,-39.857142857142854,-24.285714285714285,10.142857142857142,12.924869447184365
2020-05-24,-32.42857142857143,-11.714285714285714,51.42857142857143,-33.57142857142857,-21.714285714285715,7.714285714285714,14.875904747184366
2020-05-31,-32.857142857142854,-12.714285714285714,13.857142857142858,-34.714285714285715,-19.571428571428573,8.285714285714286,14.568980377184365
2020-06-07,-21.285714285714285,-9.0,54.57142857142857,-25.142857142857142,-13.285714285714286,4.714285714285714,16.901150477184366
2020-06-14,-15.285714285714286,-7.428571428571429,48.857142857142854,-22.142857142857142,-12.428571428571429,3.7142857142857144,17.88234021861294
2020-06-21,-9.857142857142858,-0.42857142857142855,30.857142857142858,-19.571428571428573,-12.571428571428571,3.5714285714285716,18.782186661470078
2020-06-28,-5.0,1.1428571428571428,81.57142857142857,-11.142857142857142,-10.714285714285714,1.0,20.512167374327223
2020-07-05,-3.857142857142857,-7.0,106.42857142857143,-10.714285714285714,-13.142857142857142,0.2857142857142857,20.775763032898652
2020-07-12,-0.2857142857142857,3.2857142857142856,114.0,-12.571428571428571,-17.0,1.0,20.93303498147008
2020-07-19,2.2857142857142856,2.2857142857142856,117.57142857142857,-12.714285714285714,-18.857142857142858,1.5714285714285714,21.20594087147008
2020-07-26,2.0,2.4285714285714284,150.28571428571428,-10.714285714285714,-19.571428571428573,0.7142857142857143,21.535424885755795
2020-08-02,2.2857142857142856,2.2857142857142856,190.14285714285714,-9.285714285714286,-23.714285714285715,0.2857142857142857,21.95377188289865
2020-08-09,4.142857142857143,1.5714285714285714,167.28571428571428,-10.142857142857142,-23.714285714285715,0.5714285714285714,21.975872975755795
2020-08-16,8.714285714285714,4.0,167.57142857142858,-8.0,-22.285714285714285,-0.2857142857142857,22.670162631470077
2020-08-23,6.571428571428571,2.4285714285714284,134.14285714285714,-10.142857142857142,-20.428571428571427,0.2857142857142857,22.061126577184364
2020-08-30,3.4285714285714284,-3.5714285714285716,147.0,-10.428571428571429,-19.857142857142858,-0.14285714285714285,21.717906491470078
2020-09-06,-3.142857142857143,-3.0,82.0,-12.714285714285714,-23.857142857142858,2.7142857142857144,20.924870477184363
2020-09-13,5.428571428571429,5.714285714285714,109.28571428571429,-1.7142857142857142,-12.714285714285714,-2.5714285714285716,23.04102786147008
2020-09-20,-0.8571428571428571,-2.2857142857142856,132.85714285714286,-8.428571428571429,-20.285714285714285,-0.2857142857142857,21.68703952289865
2020-09-27,-5.285714285714286,1.7142857142857142,49.714285714285715,-7.285714285714286,-10.142857142857142,1.1428571428571428,21.09553590147008
2020-10-04,-12.857142857142858,-0.42857142857142855,22.857142857142858,-12.285714285714286,-10.285714285714286,2.4285714285714284,19.622676987184363
2020-10-11,-14.285714285714286,-0.42857142857142855,30.857142857142858,-17.142857142857142,-10.714285714285714,2.4285714285714284,18.72065312147008
2020-10-18,-29.285714285714285,-3.857142857142857,-13.857142857142858,-33.285714285714285,-19.142857142857142,7.857142857142857,15.09780470147008
2020-10-25,-40.0,-8.714285714285714,11.142857142857142,-36.142857142857146,-22.428571428571427,7.714285714285714,13.822008891470078
2020-11-01,-58.0,-24.571428571428573,-8.142857142857142,-48.42857142857143,-29.142857142857142,12.142857142857142,10.501372740041507
2020-11-08,-38.857142857142854,-11.428571428571429,4.142857142857143,-40.142857142857146,-26.142857142857142,10.285714285714286,13.411467840041508
2020-11-15,-33.857142857142854,-7.0,-3.4285714285714284,-36.142857142857146,-23.857142857142858,9.0,14.413613007184365
2020-11-22,-32.142857142857146,-10.857142857142858,20.428571428571427,-33.57142857142857,-28.285714285714285,9.571428571428571,15.154525675755792
2020-11-29,-27.0,-3.857142857142857,-3.857142857142857,-29.142857142857142,-19.714285714285715,7.571428571428571,15.996548394327224
2020-12-06,-24.857142857142858,1.2857142857142858,1.7142857142857142,-27.142857142857142,-18.285714285714285,7.428571428571429,16.45540242147008
